lon,lat,value,area_m2,price_tal_are,price_m2,province,city,county,prov_city
117.79166666666664,31.125,14803.12,73667394.62596633,199602100.0,2.7095039401548773,Anhui,Tongling,Yian,Anhui-Tongling
117.20833333333331,31.04166666666667,15124.073,73732014.39046672,203929740.0,2.765823579972167,Anhui,Tongling,Zongyang,Anhui-Tongling
117.79166666666664,31.04166666666667,14409.64,73732014.39046672,194296500.0,2.635171405612944,Anhui,Tongling,Yian,Anhui-Tongling
117.875,31.04166666666667,15452.886,73732014.39046672,208363400.0,2.825955505522451,Anhui,Tongling,Yian,Anhui-Tongling
117.95833333333331,31.04166666666667,14854.859,73732014.39046672,200299730.0,2.7165910175634376,Anhui,Tongling,Yian,Anhui-Tongling
117.125,30.958333333333336,15249.881,73796478.18238364,205626110.0,2.7863946500510117,Anhui,Tongling,Zongyang,Anhui-Tongling
117.20833333333331,30.958333333333336,15418.491,73796478.18238364,207899620.0,2.81720240749414,Anhui,Tongling,Zongyang,Anhui-Tongling
117.29166666666664,30.958333333333336,9487.037,73796478.18238364,127921170.0,1.7334318811779932,Anhui,Tongling,Zongyang,Anhui-Tongling
117.45833333333331,30.958333333333336,6392.007,73796478.18238364,86188450.0,1.167920883527671,Anhui,Tongling,Zongyang,Anhui-Tongling
117.54166666666664,30.958333333333336,3100.1208,73796478.18238364,41801360.0,0.5664411233377615,Anhui,Tongling,Zongyang,Anhui-Tongling
117.625,30.958333333333336,10533.835,73796478.18238364,142035970.0,1.9246984612052416,Anhui,Tongling,Zongyang,Anhui-Tongling
117.70833333333331,30.958333333333336,14443.901,73796478.18238364,194758450.0,2.639129302602571,Anhui,Tongling,Jiaoqu,Anhui-Tongling
117.79166666666664,30.958333333333336,9215.861,73796478.18238364,124264690.0,1.6838837172268188,Anhui,Tongling,Yian,Anhui-Tongling
117.875,30.958333333333336,12412.592,73796478.18238364,167368720.0,2.2679770650620763,Anhui,Tongling,Tongguan,Anhui-Tongling
117.95833333333331,30.958333333333336,11149.201,73796478.18238364,150333440.0,2.0371356967531673,Anhui,Tongling,Yian,Anhui-Tongling
118.04166666666664,30.958333333333336,8388.701,73796478.18238364,113111440.0,1.5327484832060922,Anhui,Tongling,Yian,Anhui-Tongling
118.125,30.958333333333336,9016.017,73796478.18238364,121570030.0,1.647369020775583,Anhui,Tongling,Yian,Anhui-Tongling
117.125,30.875,10555.762,73860785.8653505,142331620.0,1.927025475459644,Anhui,Tongling,Zongyang,Anhui-Tongling
117.20833333333331,30.875,13958.8545,73860785.8653505,188218180.0,2.5482828783209133,Anhui,Tongling,Zongyang,Anhui-Tongling
117.29166666666664,30.875,12080.6,73860785.8653505,162892220.0,2.205395218742397,Anhui,Tongling,Zongyang,Anhui-Tongling
117.375,30.875,10830.346,73860785.8653505,146034060.0,1.977152859789803,Anhui,Tongling,Zongyang,Anhui-Tongling
117.45833333333331,30.875,11983.97,73860785.8653505,161589280.0,2.1877546807392503,Anhui,Tongling,Zongyang,Anhui-Tongling
117.54166666666664,30.875,14607.167,73860785.8653505,196959890.0,2.6666367774513167,Anhui,Tongling,Zongyang,Anhui-Tongling
117.625,30.875,13601.443,73860785.8653505,183398930.0,2.483035156630197,Anhui,Tongling,Zongyang,Anhui-Tongling
117.70833333333331,30.875,9231.157,73860785.8653505,124470936.0,1.685210014241017,Anhui,Tongling,Zongyang,Anhui-Tongling
117.79166666666664,30.875,4886.732,73860785.8653505,65891644.0,0.892105915581803,Anhui,Tongling,Jiaoqu,Anhui-Tongling
117.875,30.875,11060.625,73860785.8653505,149139090.0,2.0191917301270412,Anhui,Tongling,Yian,Anhui-Tongling
117.95833333333331,30.875,5728.644,73860785.8653505,77243810.0,1.0458026826415956,Anhui,Tongling,Yian,Anhui-Tongling
118.04166666666664,30.875,3444.6755,73860785.8653505,46447264.0,0.6288487653607446,Anhui,Tongling,Yian,Anhui-Tongling
117.125,30.79166666666667,8510.716,73924937.30333093,114756664.0,1.5523403628890091,Anhui,Tongling,Zongyang,Anhui-Tongling
117.20833333333331,30.79166666666667,6828.489,73924937.30333093,92073880.0,1.245505013040455,Anhui,Tongling,Zongyang,Anhui-Tongling
117.29166666666664,30.79166666666667,9250.778,73924937.30333093,124735500.0,1.687326476695972,Anhui,Tongling,Zongyang,Anhui-Tongling
117.375,30.79166666666667,7962.8096,73924937.30333093,107368810.0,1.452403098557138,Anhui,Tongling,Zongyang,Anhui-Tongling
117.45833333333331,30.79166666666667,13493.806,73924937.30333093,181947580.0,2.461247728265598,Anhui,Tongling,Zongyang,Anhui-Tongling
