lon,lat,value,area_m2,price_tal_are,price_m2,province,city,county,prov_city
105.875,29.54166666666667,3638.8977,74868367.98377298,49066116.0,0.6553651070721166,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.875,29.458333333333336,7198.622,74930001.27160135,97064670.0,1.2954046490425957,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.95833333333331,29.458333333333336,6071.0156,74930001.27160135,81860270.0,1.0924899320804529,Chongqing,,Yongchuan,Chongqing-Yongchuan
106.04166666666664,29.458333333333336,11151.349,74930001.27160135,150362400.0,2.0067048905414566,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.70833333333331,29.375,8825.985,74991476.05262676,119007680.0,1.5869494276454033,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.79166666666664,29.375,9960.855,74991476.05262676,134310030.0,1.7910039789821617,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.875,29.375,7721.4653,74991476.05262676,104114584.0,1.388352243219423,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.95833333333331,29.375,6675.7373,74991476.05262676,90014210.0,1.2003258601928404,Chongqing,,Yongchuan,Chongqing-Yongchuan
106.04166666666664,29.375,11846.862,74991476.05262676,159740540.0,2.130116013290616,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.70833333333331,29.29166666666667,13003.868,75052792.19680552,175341360.0,2.336240329876269,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.79166666666664,29.29166666666667,11779.645,75052792.19680552,158834190.0,2.116299571953306,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.875,29.29166666666667,10280.534,75052792.19680552,138620510.0,1.846973416212223,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.95833333333331,29.29166666666667,12480.832,75052792.19680552,168288860.0,2.2422731929640705,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.79166666666664,29.208333333333336,4875.128,75113949.57442962,65735180.0,0.8751394431052212,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.875,29.208333333333336,6652.455,75113949.57442962,89700270.0,1.1941892618909216,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.95833333333331,29.208333333333336,7777.364,75113949.57442962,104868300.0,1.3961228852183722,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.79166666666664,29.125,10775.917,75174948.05612677,145300140.0,1.9328266630994768,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.875,29.125,10563.368,75174948.05612677,142434190.0,1.8947028988122008,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.79166666666664,29.04166666666667,10181.411,75235787.51286092,137283950.0,1.824716089753596,Chongqing,,Yongchuan,Chongqing-Yongchuan
105.875,29.04166666666667,9615.644,75235787.51286092,129655270.0,1.7233191315746714,Chongqing,,Yongchuan,Chongqing-Yongchuan
