prov_city,land_price
Hunan-Chenzhou,13.74121000766103
Hubei-Qianjiang,45.11900792226457
Qinghai-Xining,7.917941367593984
Hebei-Handan,51.47334610411724
Henan-Xuchang,50.65459468872342
Jilin-Changchun,15.520333134053017
Chongqing-Chengkou,5.250446675889564
Guangdong-Qingyuan,12.398341413482209
Xinjiang-Tacheng,22.629866908650616
Yunnan-Lincang,6.176274971512521
Jiangxi-Nanchang,37.113692319593596
Hainan-Wuzhishan,3.457530788367195
Jilin-Yanbianchaoxianzu,3.563773336264926
Shandong-Zaozhuang,36.51083306189623
Guangxi-Hechi,4.793846843800764
Shandong-Dezhou,41.60256522505884
Ningxia-Yinchuan,20.78448967969936
Guizhou-Liupanshui,8.419013662712754
Xinjiang-Wujiaqu,22.73780697510743
Jiangsu-Yangzhou,54.501474458156956
Shanxi-Hanzhong,10.39568254082302
Jiangsu-Yancheng,62.561413514958346
Zhejiang-Ningbo,23.04778563526399
Beijing-Shunyi,50.66346727522227
Chongqing-Shizhutujiazu,8.877143525435981
Liaoning-Dalian,18.119098804354838
Sichuan-Panzhihua,9.244413336787977
Guangxi-Fangchenggang,6.0656134265144805
Hainan-Dongfang,13.37961734780706
Guangdong-Yunfu,12.312917777090199
Qinghai-Hainanzangzu,4.526910259192589
Shanghai-Minhang,82.63842344749847
Shanxi-Shuozhou,14.700769451924995
Beijing-Fengtai,21.755865712519288
Yunnan-Xishuangbannadaizu,4.7497883769332425
Liaoning-Chaoyang,12.167994196219865
Henan-Luohe,51.01184391003246
Guangdong-Shanwei,17.372822976507887
Liaoning-Jinzhou,19.47066357409118
Sichuan-Deyang,48.071552298048175
Liaoning-Shenyang,25.060191605681787
Hubei-Wuhan,42.79031617973349
Hubei-Huanggang,29.755962300124356
Beijing-Huairou,6.305970094992013
Jiangxi-Fuzhou,13.27446467880834
Henan-Shangqiu,36.947679907081024
Chongqing-Yubei,28.844070460859133
Hunan-Yongzhou,18.870974157173173
Beijing-Mentougou,0.631893417265151
Tianjin-Dongli,43.475512836596636
Sichuan-Luzhou,23.156899866846754
Anhui-Fuyang,35.86395436982839
Chongqing-Yunyang,14.484789226259434
Gansu-Lanzhou,9.764403268148849
Tianjin-Jinnan,39.073516605751806
Shanghai-Fengxian,88.68309514111581
Beijing-Tongzhou,41.26897715048665
Shanxi-Tongchuan,10.065196422382497
Zhejiang-Quzhou,11.989172731957034
Neimenggu-Xilinguole,2.103107029871597
Hunan-Changsha,24.987079200459032
Tianjin-Jizhou,27.355855405687166
Tianjin-Nankai,5.634964809214697
Chongqing-Rongchang,35.74007553278049
Zhejiang-Wenzhou,12.5352277165236
Hebei-Shijiazhuang,45.89266336477561
Hunan-Xiangtan,29.72146890127132
Tianjin-Jinghai,42.13112991421648
Shanxi-Jincheng,6.877206353186268
Shandong-Liaocheng,47.20781248443462
Liaoning-Huludao,14.310851851529748
Beijing-Fangshan,18.231256959713242
Shanxi-Weinan,30.148998860464577
Chongqing-Xiushantujiazuandmiaozu,14.03526897748039
Shanxi-Yuncheng,23.376178377855183
Fujian-Ningde,10.39435848465192
Chongqing-Youyangtujiazuandmiaozu,8.905565538312233
Guangdong-Maoming,16.5983163758729
Guangdong-Yangjiang,15.195808533067282
Liaoning-Tieling,13.73800322651396
Neimenggu-Wuhai,8.247189445858622
Hunan-Xiangxitujiazumiaozu,9.95221043813285
Tianjin-Hedong,0.063926970402594
Shanxi-Linfen,9.916743687126967
Jilin-Jilin,9.223728702248916
Chongqing-Jiangjin,20.59990569486959
Chongqing-Fuling,20.3706487994089
Beijing-Haidian,35.04397145457703
Hebei-Qinhuangdao,21.510423734781085
Guangxi-Guilin,11.923734010160029
Heilongjiang-Qitaihe,8.83298880244469
Hainan-Haikou,19.26643747046607
Chongqing-Qijiang,22.480696798097405
Guangdong-Zhaoqing,12.642325479104844
Gansu-Wuwei,12.073513576623318
Yunnan-Puer,5.193134262554265
Ningxia-Wuzhong,4.656463104223009
Guangxi-Liuzhou,9.357482091905762
Henan-Zhengzhou,42.640429342568154
Yunnan-Kunming,14.590613603115418
Chongqing-Dianjiang,29.038296043886174
Chongqing-Shapingba,33.61665344567408
Jilin-Songyuan,9.267580911406501
Fujian-Xiamen,19.13489912011424
Chongqing-Liangping,23.08185119367056
Gansu-Jiayuguan,4.92957669245297
Henan-Luoyang,22.510556259164904
Hainan-Dingan,21.153176229699532
Beijing-Miyun,8.901966555685108
Sichuan-Nanchong,26.09237643935116
Chongqing-Wushan,9.925918792979163
Shanxi-Yanan,5.643817852451668
Neimenggu-Bayannaoer,18.093914218948814
Jilin-Siping,12.021157666712408
Jiangxi-Jiujiang,14.53260847720536
Zhejiang-Jinhua,16.99925660967135
Hainan-Qiongzhonglizuandmiaozu,3.472600425928255
Shandong-Linyi,33.80105887133787
Anhui-Maanshan,51.81761146699403
Henan-Kaifeng,45.79209562818645
Neimenggu-Chifeng,10.116508686036353
Jiangsu-Suzhou,53.677599289323915
Jiangsu-Nanjing,51.39774615488369
Yunnan-Qujing,13.843931204452714
Sichuan-Guangyuan,12.701151145039521
Sichuan-Leshan,16.224981971242016
Chongqing-Fengdu,16.914575577476835
Chongqing-Jiulongpo,34.80519978588307
Chongqing-Pengshuimiaozuandtujiazu,10.373849171498403
Gansu-Longnan,8.640028268238552
Xinjiang-Kezilesukeerkezi,10.447155769641823
Liaoning-Fuxin,12.174648445044484
Xinjiang-Tiemenguan,22.119990827544427
Xinjiang-Kashi,38.549662003901716
Hubei-Huangshi,21.974523362878895
Henan-Puyang,50.11047653958322
Neimenggu-Baotou,11.61799220589064
